,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
186,UFC Fight Night: Rivera vs. Moraes,Lightweight,Desmond Green,def.,Gleison Tibau,3,5:00,"Decision (unanimous) (30-27, 30-27, 29-27)"
187,UFC Fight Night: Rivera vs. Moraes,Bantamweight,Nathaniel Wood,def.,Johnny Eduardo,2,2:18,Submission (D'Arce choke)
188,UFC Fight Night: Rivera vs. Moraes,Flyweight,Jose Torres,def.,Jarred Brooks,2,2:55,KO (slam)
189,UFC Fight Night: Thompson vs. Till,Catchweight (174.5 lbs),Darren Till,def.,Stephen Thompson,5,5:00,"Decision (unanimous) (48-47, 49-46, 49-46)"
190,UFC Fight Night: Thompson vs. Till,Welterweight,Neil Magny,def.,Craig White,1,4:32,TKO (knee and punches)
191,UFC Fight Night: Thompson vs. Till,Featherweight,Arnold Allen,def.,Mads Burnell,3,2:41,Submission (front choke)
192,UFC Fight Night: Thompson vs. Till,Featherweight,Makwan Amirkhani,def.,Jason Knight,3,5:00,"Decision (split) (27-30, 29-28, 29-28)"
193,UFC Fight Night: Thompson vs. Till,Welterweight,Cláudio Silva,def.,Nordine Taleb,1,4:31,Submission (rear-naked choke)
194,UFC Fight Night: Thompson vs. Till,Middleweight,Darren Stewart,def.,Eric Spicely,2,1:47,TKO (punches)
195,UFC Fight Night: Thompson vs. Till,Middleweight,Tom Breese,def.,Dan Kelly,1,3:33,TKO (punches)
196,UFC Fight Night: Thompson vs. Till,Women's Bantamweight,Lina Länsberg,def.,Gina Mazany,3,5:00,"Decision (unanimous) (30-27, 30-27, 29-28)"
197,UFC Fight Night: Thompson vs. Till,Welterweight,Carlo Pedersoli Jr.,def.,Brad Scott,3,5:00,"Decision (split) (28-29, 29-28, 29-28)"
198,UFC Fight Night: Thompson vs. Till,Catchweight (127 lbs),Gillian Robertson,def.,Molly McCann,2,2:05,Technical Submission (rear-naked choke)
199,UFC Fight Night: Thompson vs. Till,Middleweight,Elias Theodorou,def.,Trevor Smith,3,5:00,"Decision (unanimous) (30-27, 30-27, 29-28)"
200,UFC Fight Night: Maia vs. Usman,Welterweight,Kamaru Usman,def.,Demian Maia,5,5:00,"Decision (unanimous) (50-45, 49-46, 49-46)"
201,UFC Fight Night: Maia vs. Usman,Women's Strawweight,Tatiana Suarez,def.,Alexa Grasso,1,2:44,Submission (rear-naked choke)
202,UFC Fight Night: Maia vs. Usman,Light Heavyweight,Dominick Reyes,def.,Jared Cannonier,1,2:55,TKO (punches)
203,UFC Fight Night: Maia vs. Usman,Bantamweight,Guido Cannetti,def.,Diego Rivas,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
204,UFC Fight Night: Maia vs. Usman,Women's Flyweight,Andrea Lee,def.,Veronica Macedo,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
205,UFC Fight Night: Maia vs. Usman,Welterweight,Vicente Luque,def.,Chad Laprise,1,4:16,KO (punches)
206,UFC Fight Night: Maia vs. Usman,Welterweight,Michel Prazeres,def.,Zak Cummings,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
207,UFC Fight Night: Maia vs. Usman,Flyweight,Alexandre Pantoja,def.,Brandon Moreno,3,5:00,"Decision (unanimous) (30-26, 30-26, 30-27)"
208,UFC Fight Night: Maia vs. Usman,Women's Strawweight,Poliana Botelho,def.,Syuri Kondo,1,0:33,TKO (body kick and punches)
209,UFC Fight Night: Maia vs. Usman,Featherweight,Gabriel Benítez,def.,Humberto Bandenay,1,0:39,KO (slam and punches)
210,UFC Fight Night: Maia vs. Usman,Featherweight,Enrique Barzola,def.,Brandon Davis,3,5:00,"Decision (unanimous) (30-27, 30-26, 30-26)"
211,UFC Fight Night: Maia vs. Usman,Bantamweight,Frankie Saenz,def.,Henry Briones,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-26)"
212,UFC Fight Night: Maia vs. Usman,Lightweight,Claudio Puelles,def.,Felipe Silva,3,2:23,Submission (kneebar)
213,UFC 224: Nunes vs. Pennington,Women's Bantamweight,Amanda Nunes,def.,Raquel Pennington,5,2:36,TKO (punches)
214,UFC 224: Nunes vs. Pennington,Middleweight,Kelvin Gastelum,def.,Ronaldo Souza,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
215,UFC 224: Nunes vs. Pennington,Catchweight (123 lbs),Mackenzie Dern,def.,Amanda Cooper,1,2:27,Submission (rear-naked choke)
216,UFC 224: Nunes vs. Pennington,Bantamweight,John Lineker,def.,Brian Kelleher,3,3:43,KO (punch)
217,UFC 224: Nunes vs. Pennington,Middleweight,Lyoto Machida,def.,Vitor Belfort,2,1:00,KO (front kick)
218,UFC 224: Nunes vs. Pennington,Middleweight,Cezar Ferreira,def.,Karl Roberson,1,4:45,Technical Submission (arm-triangle choke)
219,UFC 224: Nunes vs. Pennington,Heavyweight,Oleksiy Oliynyk,def.,Júnior Albini,1,1:45,Submission (Ezekiel choke)
220,UFC 224: Nunes vs. Pennington,Lightweight,Davi Ramos,def.,Nick Hein,1,4:15,Submission (rear-naked choke)
221,UFC 224: Nunes vs. Pennington,Welterweight,Elizeu Zaleski dos Santos,def.,Sean Strickland,1,3:40,KO (spinning wheel kick and punches)
222,UFC 224: Nunes vs. Pennington,Welterweight,Warlley Alves,def.,Sultan Aliev,2,5:00,TKO (doctor stoppage)
223,UFC 224: Nunes vs. Pennington,Middleweight,Jack Hermansson,def.,Thales Leites,3,2:10,TKO (punches)
224,UFC 224: Nunes vs. Pennington,Welterweight,Ramazan Emeev,def.,Alberto Mina,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
225,UFC 224: Nunes vs. Pennington,Middleweight,Markus Perez Echeimberg,def.,James Bochnovic,1,4:28,Submission (rear-naked choke)
226,UFC Fight Night: Barboza vs. Lee,Catchweight (157 lbs),Kevin Lee,def.,Edson Barboza,5,2:18,TKO (doctor stoppage)
227,UFC Fight Night: Barboza vs. Lee,Featherweight,Frankie Edgar,def.,Cub Swanson,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
228,UFC Fight Night: Barboza vs. Lee,Heavyweight,Justin Willis,def.,Chase Sherman,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
229,UFC Fight Night: Barboza vs. Lee,Middleweight,David Branch,def.,Thiago Santos,1,2:30,KO (punches)
230,UFC Fight Night: Barboza vs. Lee,Bantamweight,Aljamain Sterling,def.,Brett Johns,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
231,UFC Fight Night: Barboza vs. Lee,Lightweight,Dan Hooker,def.,Jim Miller,1,3:00,KO (knee)
232,UFC Fight Night: Barboza vs. Lee,Welterweight,Ryan LaFlare,def.,Alex Garcia,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
233,UFC Fight Night: Barboza vs. Lee,Bantamweight,Ricky Simon,def.,Merab Dvalishvili,3,5:00,TKO (technical submission)
234,UFC Fight Night: Barboza vs. Lee,Welterweight,Siyar Bahadurzada,def.,Luan Chagas,2,2:40,KO (kick to the body and punch)
235,UFC Fight Night: Barboza vs. Lee,Light Heavyweight,Corey Anderson,def.,Patrick Cummins,3,5:00,"Decision (unanimous) (30-26, 30-26, 30-27)"
236,UFC Fight Night: Barboza vs. Lee,Welterweight,Tony Martin,def.,Keita Nakamura,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
237,UFC on Fox: Poirier vs. Gaethje,Lightweight,Dustin Poirier,def.,Justin Gaethje,4,0:33,TKO (punches)
238,UFC on Fox: Poirier vs. Gaethje,Welterweight,Alex Oliveira,def.,Carlos Condit,2,3:17,Submission (guillotine choke)
239,UFC on Fox: Poirier vs. Gaethje,Middleweight,Israel Adesanya,def.,Marvin Vettori,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
240,UFC on Fox: Poirier vs. Gaethje,Women's Strawweight,Michelle Waterson,def.,Cortney Casey,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
241,UFC on Fox: Poirier vs. Gaethje,Middleweight,Antônio Carlos Júnior,def.,Tim Boetsch,1,4:28,Submission (rear-naked choke)
242,UFC on Fox: Poirier vs. Gaethje,Welterweight,Muslim Salikhov,def.,Ricky Rainey,2,4:12,KO (punches)
243,UFC on Fox: Poirier vs. Gaethje,Flyweight,John Moraga,def.,Wilson Reis,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
244,UFC on Fox: Poirier vs. Gaethje,Middleweight,Brad Tavares,def.,Krzysztof Jotko,3,2:16,TKO (punches)
245,UFC on Fox: Poirier vs. Gaethje,Lightweight,Gilbert Burns,def.,Dan Moret,2,0:59,KO (punches)
246,UFC on Fox: Poirier vs. Gaethje,Women's Flyweight,Lauren Mueller,def.,Shana Dobson,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
247,UFC on Fox: Poirier vs. Gaethje,Welterweight,Yushin Okami,def.,Dhiego Lima,3,5:00,"Decision (unanimous) (30-26, 30-26, 30-26)"
248,UFC on Fox: Poirier vs. Gaethje,Heavyweight,Adam Wieczorek,def.,Arjan Bhullar,2,1:59,Submission (omoplata)
249,UFC on Fox: Poirier vs. Gaethje,Bantamweight,Alejandro Pérez,def.,Matthew Lopez,2,3:42,TKO (knees and punches)
250,UFC on Fox: Poirier vs. Gaethje,Bantamweight,Luke Sanders,def.,Patrick Williams,3,5:00,"Decision (unanimous) (30-27, 30-27, 29-28)"
251,UFC 223: Khabib vs. Iaquinta,Lightweight,Khabib Nurmagomedov,def.,Al Iaquinta,5,5:00,"Decision (unanimous) (50-44, 50-43, 50-43)"
252,UFC 223: Khabib vs. Iaquinta,Women's Strawweight,Rose Namajunas,def.,Joanna Jędrzejczyk,5,5:00,"Decision (unanimous) (49-46, 49-46, 49-46)"
253,UFC 223: Khabib vs. Iaquinta,Featherweight,Renato Moicano,def.,Calvin Kattar,3,5:00,"Decision (unanimous) (29-28, 30-27, 30-27)"
254,UFC 223: Khabib vs. Iaquinta,Featherweight,Zabit Magomedsharipov,def.,Kyle Bochniak,3,5:00,"Decision (unanimous) (29-28, 30-27, 30-27)"
255,UFC 223: Khabib vs. Iaquinta,Lightweight,Chris Gruetzemacher,def.,Joe Lauzon,2,5:00,TKO (corner stoppage)
256,UFC 223: Khabib vs. Iaquinta,Women's Strawweight,Karolina Kowalkiewicz,def.,Felice Herrig,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
257,UFC 223: Khabib vs. Iaquinta,Lightweight,Olivier Aubin-Mercier,def.,Evan Dunham,1,0:53,TKO (knees to the body and punches)
258,UFC 223: Khabib vs. Iaquinta,Women's Flyweight,Ashlee Evans-Smith,def.,Bec Rawlings,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
259,UFC 223: Khabib vs. Iaquinta,Light Heavyweight,Devin Clark,def.,Mike Rodriguez,3,5:00,"Decision (unanimous) (29-28, 30-27, 30-27)"
260,UFC Fight Night: Werdum vs. Volkov,Heavyweight,Alexander Volkov,def.,Fabrício Werdum,4,1:38,KO (punches)
261,UFC Fight Night: Werdum vs. Volkov,Light Heavyweight,Jan Błachowicz,def.,Jimi Manuwa,3,5:00,"Decision (unanimous) (29-28, 29-28, 30-27)"
262,UFC Fight Night: Werdum vs. Volkov,Bantamweight,Tom Duquesnoy,def.,Terrion Ware,3,5:00,"Decision (unanimous) (29-28, 29-28, 30-27)"
263,UFC Fight Night: Werdum vs. Volkov,Welterweight,Leon Edwards,def.,Peter Sobotta,3,4:59,TKO (punches)
264,UFC Fight Night: Werdum vs. Volkov,Middleweight,Charles Byrd,def.,John Phillips,1,3:58,Submission (rear-naked choke)
265,UFC Fight Night: Werdum vs. Volkov,Welterweight,Danny Roberts,def.,Oliver Enkamp,1,2:12,KO (punch)
266,UFC Fight Night: Werdum vs. Volkov,Featherweight,Danny Henry,def.,Hakeem Dawodu,1,0:39,Technical Submission (guillotine choke)
267,UFC Fight Night: Werdum vs. Volkov,Light Heavyweight,Paul Craig,def.,Magomed Ankalaev,3,4:59,Submission (triangle choke)
268,UFC Fight Night: Werdum vs. Volkov,Lightweight,Kajan Johnson,def.,Stevie Ray,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
269,UFC Fight Night: Werdum vs. Volkov,Heavyweight,Dmitriy Sosnovskiy,def.,Mark Godbeer,2,4:29,Submission (rear-naked choke)
270,UFC 222: Cyborg vs. Kunitskaya,Women's Featherweight,Cris Cyborg,def.,Yana Kunitskaya,1,3:25,TKO (punches)
271,UFC 222: Cyborg vs. Kunitskaya,Featherweight,Brian Ortega,def.,Frankie Edgar,1,4:44,KO (punch)
272,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,Sean O’Malley,def.,Andre Soukhamthath,3,5:00,"Decision (unanimous) (29-27, 29-27, 29-28)"
273,UFC 222: Cyborg vs. Kunitskaya,Heavyweight,Andrei Arlovski,def.,Stefan Struve,3,5:00,"Decision (unanimous) (29-28, 29-28, 30-27)"
274,UFC 222: Cyborg vs. Kunitskaya,Women's Bantamweight,Ketlen Vieira,def.,Cat Zingano,3,5:00,"Decision (split) (28-29, 29-28, 29-28)"
275,UFC 222: Cyborg vs. Kunitskaya,Women's Strawweight,Mackenzie Dern,def.,Ashley Yoder,3,5:00,"Decision (split) (28-29, 29-28, 29-28)"
276,UFC 222: Cyborg vs. Kunitskaya,Lightweight,Alexander Hernandez,def.,Beneil Dariush,1,0:42,KO (punch)
277,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,John Dodson,def.,Pedro Munhoz,3,5:00,"Decision (split) (28-29, 30-27, 29-28)"
278,UFC 222: Cyborg vs. Kunitskaya,Middleweight,C.B. Dollaway,def.,Hector Lombard,1,5:00,DQ (illegal punches)
279,UFC 222: Cyborg vs. Kunitskaya,Welterweight,Zak Ottow,def.,Mike Pyle,1,2:34,TKO (punches)
280,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,Cody Stamann,def.,Bryan Caraway,3,5:00,"Decision (split) (28-29, 29-28, 29-28)"
281,UFC 222: Cyborg vs. Kunitskaya,Light Heavyweight,Jordan Johnson,def.,Adam Milstead,3,5:00,"Decision (split) (29-28, 27-30, 29-28)"
282,UFC on Fox: Emmett vs. Stephens,Featherweight,Jeremy Stephens,def.,Josh Emmett,2,1:35,KO (punches and elbows)
283,UFC on Fox: Emmett vs. Stephens,Women's Strawweight,Jéssica Andrade,def.,Tecia Torres,3,5:00,"Decision (unanimous) (29-27, 29-28, 29-28)"
284,UFC on Fox: Emmett vs. Stephens,Light Heavyweight,Ilir Latifi,def.,Ovince Saint Preux,1,3:48,Technical Submission (standing guillotine choke)
285,UFC on Fox: Emmett vs. Stephens,Welterweight,Max Griffin,def.,Mike Perry,3,5:00,"Decision (unanimous) (29-27, 29-27, 30-27)"
286,UFC on Fox: Emmett vs. Stephens,Bantamweight,Brian Kelleher,def.,Renan Barão,3,5:00,"Decision (unanimous) (30-27, 30-27, 29-28)"
287,UFC on Fox: Emmett vs. Stephens,Women's Bantamweight,Marion Reneau,def.,Sara McMann,2,3:40,Submission (triangle choke)
288,UFC on Fox: Emmett vs. Stephens,Women's Strawweight,Angela Hill,def.,Maryna Moroz,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
289,UFC on Fox: Emmett vs. Stephens,Welterweight,Alan Jouban,def.,Ben Saunders,2,2:38,KO (punch)
290,UFC on Fox: Emmett vs. Stephens,Light Heavyweight,Sam Alvey,def.,Marcin Prachnio,1,4:23,KO (punch)
291,UFC on Fox: Emmett vs. Stephens,Bantamweight,Rani Yahya,def.,Russell Doane,3,2:32,Submission (arm-triangle choke)
292,UFC on Fox: Emmett vs. Stephens,Catchweight (126.5 lbs),Alex Perez,def.,Eric Shelton,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
293,UFC on Fox: Emmett vs. Stephens,Bantamweight,Manny Bermudez,def.,Albert Morales,2,2:33,Submission (guillotine choke)
294,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Donald Cerrone,def.,Yancy Medeiros,1,4:58,TKO (punches)
295,UFC Fight Night: Cowboy vs. Medeiros,Heavyweight,Derrick Lewis,def.,Marcin Tybura,3,2:48,TKO (punches)
296,UFC Fight Night: Cowboy vs. Medeiros,Lightweight,James Vick,def.,Francisco Trinaldo,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
297,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Curtis Millender,def.,Thiago Alves,2,4:17,KO (knee)
298,UFC Fight Night: Cowboy vs. Medeiros,Featherweight,Brandon Davis,def.,Steven Peterson,3,5:00,"Decision (unanimous) (30-27, 29-28, 30-26)"
299,UFC Fight Night: Cowboy vs. Medeiros,Lightweight,Sage Northcutt,def.,Thibault Gouti,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
300,UFC Fight Night: Cowboy vs. Medeiros,Lightweight,Carlos Diego Ferreira,def.,Jared Gordon,1,1:58,TKO (punches)
301,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Geoff Neal,def.,Brian Camozzi,1,2:48,Submission (bulldog choke)
302,UFC Fight Night: Cowboy vs. Medeiros,Flyweight,Roberto Sanchez,def.,Joby Sanchez,1,1:50,Submission (rear-naked choke)
303,UFC Fight Night: Cowboy vs. Medeiros,Women's Bantamweight,Lucie Pudilová,def.,Sarah Moras,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-27)"
304,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Alex Morono,def.,Josh Burkman,1,2:12,Submission (guillotine choke)
305,UFC Fight Night: Cowboy vs. Medeiros,Middleweight,Oskar Piechota,def.,Tim Williams,1,1:54,KO (punches)
306,UFC 221: Romero vs. Rockhold,Catchweight (187.7 lbs),Yoel Romero,def.,Luke Rockhold,3,1:48,KO (punches)
307,UFC 221: Romero vs. Rockhold,Heavyweight,Curtis Blaydes,def.,Mark Hunt,3,5:00,"Decision (unanimous) (30-26, 30-26, 29-27)"
308,UFC 221: Romero vs. Rockhold,Heavyweight,Tai Tuivasa,def.,Cyril Asker,1,2:18,TKO (punches and elbows)
309,UFC 221: Romero vs. Rockhold,Welterweight,Jake Matthews,def.,Li Jingliang,3,5:00,"Decision (unanimous) (29-28, 30-26, 30-26)"
310,UFC 221: Romero vs. Rockhold,Light Heavyweight,Tyson Pedro,def.,Saparbek Safarov,1,3:54,Submission (kimura)
311,UFC 221: Romero vs. Rockhold,Lightweight,Dong Hyun Kim,def.,Damien Brown,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
312,UFC 221: Romero vs. Rockhold,Middleweight,Israel Adesanya,def.,Rob Wilkinson,2,3:37,TKO (knees and punches)
313,UFC 221: Romero vs. Rockhold,Featherweight,Alexander Volkanovski,def.,Jeremy Kennedy,2,4:57,TKO (punches and elbows)
314,UFC 221: Romero vs. Rockhold,Flyweight,Jussier Formiga,def.,Ben Nguyen,3,1:43,Technical Submission (rear-naked choke)
315,UFC 221: Romero vs. Rockhold,Lightweight,Ross Pearson,def.,Mizuto Hirota,3,5:00,"Decision (unanimous) (30-27, 30-27, 29-28)"
316,UFC 221: Romero vs. Rockhold,Bantamweight,José Alberto Quiñónez,def.,Teruto Ishihara,3,5:00,"Decision (unanimous) (30-27, 29-28, 29-28)"
317,UFC 221: Romero vs. Rockhold,Welterweight,Luke Jumeau,def.,Daichi Abe,3,5:00,"Decision (unanimous) (29-28, 29-27, 28-27)"
318,UFC Fight Night: Machida vs. Anders,Middleweight,Lyoto Machida,def.,Eryk Anders,5,5:00,"Decision (split) (48-47, 47-48, 49-46)"
319,UFC Fight Night: Machida vs. Anders,Women's Flyweight,Valentina Shevchenko,def.,Priscila Cachoeira,2,4:25,Submission (rear-naked choke)
320,UFC Fight Night: Machida vs. Anders,Catchweight (161 lbs),Michel Prazeres,def.,Desmond Green,3,5:00,"Decision (unanimous) (30-27, 29-28, 30-27)"
321,UFC Fight Night: Machida vs. Anders,Heavyweight,Timothy Johnson,def.,Marcelo Golm,3,5:00,"Decision (unanimous) (30-27, 29-28, 29-28)"
322,UFC Fight Night: Machida vs. Anders,Bantamweight,Douglas Silva de Andrade,def.,Marlon Vera,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
323,UFC Fight Night: Machida vs. Anders,Middleweight,Thiago Santos,def.,Anthony Smith,2,1:03,TKO (body kick and punches)
324,UFC Fight Night: Machida vs. Anders,Welterweight,Sérgio Moraes,def.,Tim Means,3,5:00,"Decision (split) (28-29, 29-28, 29-28)"
325,UFC Fight Night: Machida vs. Anders,Lightweight,Alan Patrick,def.,Damir Hadžović,3,5:00,"Decision (unanimous) (30-25, 30-27, 30-27)"
326,UFC Fight Night: Machida vs. Anders,Women's Strawweight,Polyana Viana,def.,Maia Stevenson,1,3:50,Submission (rear-naked choke)
327,UFC Fight Night: Machida vs. Anders,Bantamweight,Iuri Alcântara,def.,Joe Soto,1,1:06,TKO (body kick and punches)
328,UFC Fight Night: Machida vs. Anders,Flyweight,Deiveson Figueiredo,def.,Joseph Morales,2,4:34,TKO (punches)
329,UFC on Fox: Jacaré vs. Brunson 2,Middleweight,Ronaldo Souza,def.,Derek Brunson,1,3:50,TKO (head kick and punches)
330,UFC on Fox: Jacaré vs. Brunson 2,Featherweight,Andre Fili,def.,Dennis Bermudez,3,5:00,"Decision (split) (29-28, 27-30, 29-28)"
331,UFC on Fox: Jacaré vs. Brunson 2,Lightweight,Gregor Gillespie,def.,Jordan Rinaldi,1,4:46,TKO (punches)
332,UFC on Fox: Jacaré vs. Brunson 2,Welterweight,Drew Dober,def.,Frank Camacho,3,5:00,"Decision (unanimous) (29-28, 29-28, 30-27)"
333,UFC on Fox: Jacaré vs. Brunson 2,Lightweight,Bobby Green,def.,Erik Koch,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
334,UFC on Fox: Jacaré vs. Brunson 2,Featherweight,Mirsad Bektić,def.,Godofredo Pepey,1,2:47,TKO (body punch)
335,UFC on Fox: Jacaré vs. Brunson 2,Women's Flyweight,Katlyn Chookagian,def.,Mara Romero Borella,3,5:00,"Decision (unanimous) (29-28, 29-28, 30-27)"
336,UFC on Fox: Jacaré vs. Brunson 2,Women's Strawweight,Randa Markos,def.,Juliana Lima,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
337,UFC on Fox: Jacaré vs. Brunson 2,Women's Flyweight,Ji Yeon Kim,def.,Justine Kish,3,5:00,"Decision (split) (29-28, 28-29, 30-27)"
338,UFC on Fox: Jacaré vs. Brunson 2,Lightweight,Vinc Pichel,def.,Joaquim Silva,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
339,UFC on Fox: Jacaré vs. Brunson 2,Welterweight,Niko Price,def.,George Sullivan,2,4:21,Submission (rear-naked choke)
340,UFC on Fox: Jacaré vs. Brunson 2,Featherweight,Cory Sandhagen,def.,Austin Arnett,2,3:48,TKO (punches)
341,UFC 220: Miocic vs. Ngannou,Heavyweight,Stipe Miocic,def.,Francis Ngannou,5,5:00,"Decision (unanimous) (50-44, 50-44, 50-44)"
342,UFC 220: Miocic vs. Ngannou,Light Heavyweight,Daniel Cormier,def.,Volkan Oezdemir,2,2:00,TKO (punches)
343,UFC 220: Miocic vs. Ngannou,Featherweight,Calvin Kattar,def.,Shane Burgos,3,0:32,TKO (punches)
344,UFC 220: Miocic vs. Ngannou,Light Heavyweight,Gian Villante,def.,Francimar Barroso,3,5:00,"Decision (split) (30-27, 28-29, 30-27)"
345,UFC 220: Miocic vs. Ngannou,Bantamweight,Rob Font,def.,Thomas Almeida,2,2:24,TKO (head kick and punches)
346,UFC 220: Miocic vs. Ngannou,Featherweight,Kyle Bochniak,def.,Brandon Davis,3,5:00,"Decision (unanimous) (29-28, 29-28, 30-27)"
347,UFC 220: Miocic vs. Ngannou,Welterweight,Abdul Razak Alhassan,def.,Sabah Homasi,1,3:47,KO (punch)
348,UFC 220: Miocic vs. Ngannou,Flyweight,Dustin Ortiz,def.,Alexandre Pantoja,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
349,UFC 220: Miocic vs. Ngannou,Featherweight,Julio Arce,def.,Dan Ige,3,5:00,"Decision (unanimous) (30-27, 30-27, 29-28)"
350,UFC 220: Miocic vs. Ngannou,Featherweight,Enrique Barzola,def.,Matt Bessette,3,5:00,"Decision (unanimous) (30-27, 29-28, 29-28)"
351,UFC 220: Miocic vs. Ngannou,Lightweight,Islam Makhachev,def.,Gleison Tibau,1,0:57,KO (punch)
352,UFC Fight Night: Stephens vs. Choi,Featherweight,Jeremy Stephens,def.,Doo Ho Choi,2,2:36,TKO (punches and elbows)
353,UFC Fight Night: Stephens vs. Choi,Women's Flyweight,Jessica-Rose Clark,def.,Paige VanZant,3,5:00,"Decision (unanimous) (30-27, 29-28, 29-28)"
354,UFC Fight Night: Stephens vs. Choi,Welterweight,Kamaru Usman,def.,Emil Weber Meek,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
355,UFC Fight Night: Stephens vs. Choi,Featherweight,Darren Elkins,def.,Michael Johnson,2,2:22,Submission (rear-naked choke)
356,UFC Fight Night: Stephens vs. Choi,Lightweight,James Krause,def.,Alex White,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
357,UFC Fight Night: Stephens vs. Choi,Lightweight,Polo Reyes,def.,Matt Frevola,1,1:00,KO (punch)
358,UFC Fight Night: Stephens vs. Choi,Women's Bantamweight,Irene Aldana,def.,Talita Bernardo,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
359,UFC Fight Night: Stephens vs. Choi,Bantamweight,Kyung Ho Kang,def.,Guido Cannetti,1,4:53,Submission (triangle choke)
